Info 0    [17:01:27.166] Starting TS Server
Info 11292[00:24:43.238] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3734 structureChanged: false structureIsReused:: Completely Elapsed: 53.940764009952545ms
Info 11293[00:24:43.238] Different program with same set of files
Info 11294[00:24:43.491] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11295[00:24:43.571] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3735 structureChanged: false structureIsReused:: Completely Elapsed: 80.24405601620674ms
Info 11296[00:24:43.571] Different program with same set of files
Info 11297[00:24:43.626] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11298[00:24:43.657] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3736 structureChanged: false structureIsReused:: Completely Elapsed: 31.00924900174141ms
Info 11299[00:24:43.657] Different program with same set of files
Info 11300[00:24:44.094] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11301[00:24:44.150] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3737 structureChanged: false structureIsReused:: Completely Elapsed: 55.48272502422333ms
Info 11302[00:24:44.150] Different program with same set of files
Info 11303[00:24:44.444] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11304[00:24:44.494] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3738 structureChanged: false structureIsReused:: Completely Elapsed: 50.78496700525284ms
Info 11305[00:24:44.495] Different program with same set of files
Info 11306[00:24:44.849] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11307[00:24:44.899] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3739 structureChanged: false structureIsReused:: Completely Elapsed: 49.63510501384735ms
Info 11308[00:24:44.899] Different program with same set of files
Info 11309[00:24:45.282] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11310[00:24:45.333] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3740 structureChanged: false structureIsReused:: Completely Elapsed: 50.53389501571655ms
Info 11311[00:24:45.333] Different program with same set of files
Info 11312[00:24:45.641] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11313[00:24:45.690] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3741 structureChanged: false structureIsReused:: Completely Elapsed: 48.35709199309349ms
Info 11314[00:24:45.690] Different program with same set of files
Info 11315[00:24:45.978] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11316[00:24:46.039] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3742 structureChanged: false structureIsReused:: Completely Elapsed: 60.25972402095795ms
Info 11317[00:24:46.039] Different program with same set of files
Info 11318[00:24:46.367] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11319[00:24:46.414] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3743 structureChanged: false structureIsReused:: Completely Elapsed: 46.747684985399246ms
Info 11320[00:24:46.414] Different program with same set of files
Info 11321[00:24:50.755] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11322[00:24:50.782] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3744 structureChanged: false structureIsReused:: Completely Elapsed: 26.496886998414993ms
Info 11323[00:24:50.782] Different program with same set of files
Info 11324[00:24:51.517] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11325[00:24:51.566] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3745 structureChanged: false structureIsReused:: Completely Elapsed: 49.14879497885704ms
Info 11326[00:24:51.566] Different program with same set of files
Info 11327[00:24:51.587] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11328[00:24:51.612] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3746 structureChanged: false structureIsReused:: Completely Elapsed: 25.201294988393784ms
Info 11329[00:24:51.612] Different program with same set of files
Info 11330[00:24:52.100] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11331[00:24:52.152] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3747 structureChanged: false structureIsReused:: Completely Elapsed: 51.870362013578415ms
Info 11332[00:24:52.152] Different program with same set of files
Info 11333[00:24:52.154] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11334[00:24:52.178] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3748 structureChanged: false structureIsReused:: Completely Elapsed: 23.76767998933792ms
Info 11335[00:24:52.178] Different program with same set of files
Info 11336[00:24:52.612] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11337[00:24:52.659] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3749 structureChanged: false structureIsReused:: Completely Elapsed: 46.798794984817505ms
Info 11338[00:24:52.659] Different program with same set of files
Info 11339[00:24:52.893] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11340[00:24:52.948] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3750 structureChanged: false structureIsReused:: Completely Elapsed: 54.926931977272034ms
Info 11341[00:24:52.948] Different program with same set of files
Info 11342[00:24:52.971] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11343[00:24:52.994] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3751 structureChanged: false structureIsReused:: Completely Elapsed: 23.53685998916626ms
Info 11344[00:24:52.994] Different program with same set of files
Info 11345[00:24:53.853] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11346[00:24:53.900] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3752 structureChanged: false structureIsReused:: Completely Elapsed: 47.04908001422882ms
Info 11347[00:24:53.900] Different program with same set of files
Info 11348[00:24:55.975] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11349[00:24:56.025] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3753 structureChanged: false structureIsReused:: Completely Elapsed: 50.10815700888634ms
Info 11350[00:24:56.025] Different program with same set of files
Info 11351[00:24:58.585] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11352[00:24:58.638] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3754 structureChanged: false structureIsReused:: Completely Elapsed: 53.129637986421585ms
Info 11353[00:24:58.638] Different program with same set of files
Info 11354[00:24:59.297] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11355[00:24:59.348] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3755 structureChanged: false structureIsReused:: Completely Elapsed: 50.58091798424721ms
Info 11356[00:24:59.348] Different program with same set of files
Info 11357[00:25:13.943] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11358[00:25:13.990] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3756 structureChanged: false structureIsReused:: Completely Elapsed: 46.78133797645569ms
Info 11359[00:25:13.990] Different program with same set of files
Info 11360[00:25:14.786] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11361[00:25:14.840] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3757 structureChanged: false structureIsReused:: Completely Elapsed: 53.67899799346924ms
Info 11362[00:25:14.840] Different program with same set of files
Info 11363[00:25:15.622] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11364[00:25:15.674] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3758 structureChanged: false structureIsReused:: Completely Elapsed: 51.2875400185585ms
Info 11365[00:25:15.674] Different program with same set of files
Info 11366[00:25:16.429] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11367[00:25:16.469] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3759 structureChanged: false structureIsReused:: Completely Elapsed: 40.067312985658646ms
Info 11368[00:25:16.469] Different program with same set of files
Info 11369[00:25:18.324] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11370[00:25:18.381] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3760 structureChanged: false structureIsReused:: Completely Elapsed: 56.826456010341644ms
Info 11371[00:25:18.381] Different program with same set of files
Info 11372[00:25:18.729] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11373[00:25:18.779] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3761 structureChanged: false structureIsReused:: Completely Elapsed: 49.09171599149704ms
Info 11374[00:25:18.779] Different program with same set of files
Info 11375[00:25:19.180] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11376[00:25:19.234] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3762 structureChanged: false structureIsReused:: Completely Elapsed: 53.93956097960472ms
Info 11377[00:25:19.234] Different program with same set of files
Info 11378[00:25:20.566] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11379[00:25:20.601] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3763 structureChanged: false structureIsReused:: Completely Elapsed: 34.691212981939316ms
Info 11380[00:25:20.601] Different program with same set of files
Info 11381[00:25:26.030] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11382[00:25:26.093] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3764 structureChanged: false structureIsReused:: Completely Elapsed: 63.59256699681282ms
Info 11383[00:25:26.093] Different program with same set of files
Info 11384[00:25:26.810] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11385[00:25:26.843] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3765 structureChanged: false structureIsReused:: Completely Elapsed: 32.47721001505852ms
Info 11386[00:25:26.843] Different program with same set of files
Info 11387[00:25:27.126] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11388[00:25:27.177] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3766 structureChanged: false structureIsReused:: Completely Elapsed: 51.351873993873596ms
Info 11389[00:25:27.177] Different program with same set of files
Info 11390[00:25:27.199] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11391[00:25:27.288] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3767 structureChanged: false structureIsReused:: Completely Elapsed: 88.90632697939873ms
Info 11392[00:25:27.288] Different program with same set of files
Info 11393[00:25:27.888] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11394[00:25:27.939] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3768 structureChanged: false structureIsReused:: Completely Elapsed: 51.361615002155304ms
Info 11395[00:25:27.940] Different program with same set of files
Info 11396[00:25:28.188] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11397[00:25:28.235] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3769 structureChanged: false structureIsReused:: Completely Elapsed: 46.9438019990921ms
Info 11398[00:25:28.235] Different program with same set of files
Info 11399[00:25:29.484] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11400[00:25:29.534] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3770 structureChanged: false structureIsReused:: Completely Elapsed: 49.675131022930145ms
Info 11401[00:25:29.534] Different program with same set of files
Info 11402[00:25:30.443] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11403[00:25:30.495] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3771 structureChanged: false structureIsReused:: Completely Elapsed: 52.346008002758026ms
Info 11404[00:25:30.495] Different program with same set of files
Info 11405[00:25:33.906] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11406[00:25:33.946] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3772 structureChanged: false structureIsReused:: Completely Elapsed: 39.76740100979805ms
Info 11407[00:25:33.946] Different program with same set of files
Info 11408[00:25:33.949] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11409[00:25:33.971] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3773 structureChanged: false structureIsReused:: Completely Elapsed: 21.81811398267746ms
Info 11410[00:25:33.971] Different program with same set of files
Info 11411[00:25:34.340] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11412[00:25:34.388] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3774 structureChanged: false structureIsReused:: Completely Elapsed: 47.822808027267456ms
Info 11413[00:25:34.388] Different program with same set of files
Info 11414[00:25:34.389] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11415[00:25:34.416] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3775 structureChanged: false structureIsReused:: Completely Elapsed: 26.500295996665955ms
Info 11416[00:25:34.416] Different program with same set of files
Info 11417[00:26:47.777] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11418[00:26:47.821] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3776 structureChanged: false structureIsReused:: Completely Elapsed: 44.42737600207329ms
Info 11419[00:26:47.821] Different program with same set of files
Info 11420[00:26:48.392] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11421[00:26:48.449] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3777 structureChanged: false structureIsReused:: Completely Elapsed: 57.33277499675751ms
Info 11422[00:26:48.449] Different program with same set of files
Info 11423[00:26:53.584] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11424[00:26:53.640] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3778 structureChanged: false structureIsReused:: Completely Elapsed: 55.945944994688034ms
Info 11425[00:26:53.640] Different program with same set of files
Info 11426[00:26:53.907] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11427[00:26:53.935] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3779 structureChanged: false structureIsReused:: Completely Elapsed: 28.648510992527008ms
Info 11428[00:26:53.935] Different program with same set of files
Info 11429[00:26:53.938] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11430[00:26:53.961] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3780 structureChanged: false structureIsReused:: Completely Elapsed: 22.942369997501373ms
Info 11431[00:26:53.961] Different program with same set of files
Info 11432[00:26:54.353] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11433[00:26:54.391] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3781 structureChanged: false structureIsReused:: Completely Elapsed: 37.59893199801445ms
Info 11434[00:26:54.391] Different program with same set of files
Info 11435[00:26:58.207] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11436[00:26:58.259] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3782 structureChanged: false structureIsReused:: Completely Elapsed: 52.34530100226402ms
Info 11437[00:26:58.259] Different program with same set of files
Info 11438[00:26:58.630] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11439[00:26:58.686] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3783 structureChanged: false structureIsReused:: Completely Elapsed: 55.97017699480057ms
Info 11440[00:26:58.686] Different program with same set of files
Info 11441[00:27:02.292] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11442[00:27:02.350] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3784 structureChanged: false structureIsReused:: Completely Elapsed: 58.28756299614906ms
Info 11443[00:27:02.351] Different program with same set of files
Info 11444[00:27:02.724] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11445[00:27:02.777] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3785 structureChanged: false structureIsReused:: Completely Elapsed: 53.416563004255295ms
Info 11446[00:27:02.777] Different program with same set of files
Info 11447[00:27:03.654] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11448[00:27:03.710] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3786 structureChanged: false structureIsReused:: Completely Elapsed: 56.317647993564606ms
Info 11449[00:27:03.710] Different program with same set of files
Info 11450[00:27:04.238] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11451[00:27:04.293] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3787 structureChanged: false structureIsReused:: Completely Elapsed: 55.22196200489998ms
Info 11452[00:27:04.293] Different program with same set of files
Info 11453[00:27:24.298] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11454[00:27:24.358] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3788 structureChanged: false structureIsReused:: Completely Elapsed: 59.63444498181343ms
Info 11455[00:27:24.358] Different program with same set of files
Info 11456[00:27:24.787] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11457[00:27:24.841] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3789 structureChanged: false structureIsReused:: Completely Elapsed: 54.37321999669075ms
Info 11458[00:27:24.841] Different program with same set of files
Info 11459[00:28:01.509] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11460[00:28:01.573] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3790 structureChanged: false structureIsReused:: Completely Elapsed: 63.93797901272774ms
Info 11461[00:28:01.573] Different program with same set of files
Info 11462[00:28:34.346] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11463[00:28:34.415] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3791 structureChanged: false structureIsReused:: Completely Elapsed: 68.88418301939964ms
Info 11464[00:28:34.415] Different program with same set of files
Info 11465[00:28:35.710] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11466[00:28:35.769] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3792 structureChanged: false structureIsReused:: Completely Elapsed: 58.14272901415825ms
Info 11467[00:28:35.769] Different program with same set of files
Info 11468[00:28:36.382] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11469[00:28:36.436] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3793 structureChanged: false structureIsReused:: Completely Elapsed: 54.41446900367737ms
Info 11470[00:28:36.436] Different program with same set of files
Info 11471[00:28:36.691] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11472[00:28:36.746] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3794 structureChanged: false structureIsReused:: Completely Elapsed: 54.31895697116852ms
Info 11473[00:28:36.746] Different program with same set of files
Info 11474[00:28:37.013] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11475[00:28:37.062] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3795 structureChanged: false structureIsReused:: Completely Elapsed: 48.873844027519226ms
Info 11476[00:28:37.062] Different program with same set of files
Info 11477[00:28:37.085] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11478[00:28:37.109] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3796 structureChanged: false structureIsReused:: Completely Elapsed: 24.172239005565643ms
Info 11479[00:28:37.109] Different program with same set of files
Info 11480[00:28:39.189] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11481[00:28:39.238] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3797 structureChanged: false structureIsReused:: Completely Elapsed: 49.25261598825455ms
Info 11482[00:28:39.238] Different program with same set of files
Info 11483[00:28:41.176] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11484[00:28:41.231] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3798 structureChanged: false structureIsReused:: Completely Elapsed: 54.63102099299431ms
Info 11485[00:28:41.231] Different program with same set of files
Info 11486[00:28:41.721] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11487[00:28:41.778] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3799 structureChanged: false structureIsReused:: Completely Elapsed: 56.368646025657654ms
Info 11488[00:28:41.778] Different program with same set of files
Info 11489[00:28:43.180] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11490[00:28:43.227] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3800 structureChanged: false structureIsReused:: Completely Elapsed: 46.776465982198715ms
Info 11491[00:28:43.227] Different program with same set of files
Info 11492[00:28:54.083] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11493[00:28:54.144] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3801 structureChanged: false structureIsReused:: Completely Elapsed: 60.870313972234726ms
Info 11494[00:28:54.144] Different program with same set of files
Info 11495[00:28:54.545] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11496[00:28:54.597] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3802 structureChanged: false structureIsReused:: Completely Elapsed: 51.61752200126648ms
Info 11497[00:28:54.597] Different program with same set of files
Info 11498[00:28:55.039] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11499[00:28:55.093] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3803 structureChanged: false structureIsReused:: Completely Elapsed: 53.68998298048973ms
Info 11500[00:28:55.093] Different program with same set of files
Info 11501[00:28:55.115] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11502[00:28:55.138] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3804 structureChanged: false structureIsReused:: Completely Elapsed: 23.126166999340057ms
Info 11503[00:28:55.138] Different program with same set of files
Info 11504[00:28:55.916] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11505[00:28:55.968] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3805 structureChanged: false structureIsReused:: Completely Elapsed: 52.304296016693115ms
Info 11506[00:28:55.969] Different program with same set of files
Info 11507[00:28:56.409] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11508[00:28:56.448] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3806 structureChanged: false structureIsReused:: Completely Elapsed: 38.79014998674393ms
Info 11509[00:28:56.448] Different program with same set of files
Info 11510[00:28:56.885] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11511[00:28:56.930] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3807 structureChanged: false structureIsReused:: Completely Elapsed: 45.00288498401642ms
Info 11512[00:28:56.930] Different program with same set of files
Info 11513[00:28:58.646] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11514[00:28:58.703] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3808 structureChanged: false structureIsReused:: Completely Elapsed: 56.62364000082016ms
Info 11515[00:28:58.703] Different program with same set of files
Info 11516[00:28:59.833] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11517[00:28:59.886] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3809 structureChanged: false structureIsReused:: Completely Elapsed: 52.60010898113251ms
Info 11518[00:28:59.886] Different program with same set of files
Info 11519[00:29:00.767] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11520[00:29:00.821] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3810 structureChanged: false structureIsReused:: Completely Elapsed: 53.66624000668526ms
Info 11521[00:29:00.821] Different program with same set of files
Info 11522[00:29:01.244] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11523[00:29:01.294] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3811 structureChanged: false structureIsReused:: Completely Elapsed: 50.20303800702095ms
Info 11524[00:29:01.294] Different program with same set of files
Info 11525[00:29:02.999] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11526[00:29:03.029] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3812 structureChanged: false structureIsReused:: Completely Elapsed: 30.36887201666832ms
Info 11527[00:29:03.029] Different program with same set of files
Info 11528[00:29:03.051] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11529[00:29:03.075] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3813 structureChanged: false structureIsReused:: Completely Elapsed: 23.848123997449875ms
Info 11530[00:29:03.075] Different program with same set of files
Info 11531[00:29:03.752] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11532[00:29:03.774] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3814 structureChanged: false structureIsReused:: Completely Elapsed: 22.049262017011642ms
Info 11533[00:29:03.774] Different program with same set of files
Info 11534[00:29:04.228] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11535[00:29:04.279] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3815 structureChanged: false structureIsReused:: Completely Elapsed: 50.93959102034569ms
Info 11536[00:29:04.279] Different program with same set of files
Info 11537[00:29:05.575] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11538[00:29:05.627] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3816 structureChanged: false structureIsReused:: Completely Elapsed: 51.82515197992325ms
Info 11539[00:29:05.627] Different program with same set of files
Info 11540[00:29:05.632] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11541[00:29:05.658] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3817 structureChanged: false structureIsReused:: Completely Elapsed: 26.097341001033783ms
Info 11542[00:29:05.658] Different program with same set of files
Info 11543[00:29:08.260] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11544[00:29:08.316] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3818 structureChanged: false structureIsReused:: Completely Elapsed: 56.38256099820137ms
Info 11545[00:29:08.316] Different program with same set of files
Info 11546[00:29:19.891] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11547[00:29:19.934] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3819 structureChanged: false structureIsReused:: Completely Elapsed: 43.053027004003525ms
Info 11548[00:29:19.935] Different program with same set of files
Info 11549[00:29:36.032] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11550[00:29:36.085] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3820 structureChanged: false structureIsReused:: Completely Elapsed: 52.630748987197876ms
Info 11551[00:29:36.085] Different program with same set of files
Info 11552[00:29:45.214] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11553[00:29:45.268] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3821 structureChanged: false structureIsReused:: Completely Elapsed: 53.689340978860855ms
Info 11554[00:29:45.268] Different program with same set of files
Info 11555[00:29:45.853] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11556[00:29:45.901] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3822 structureChanged: false structureIsReused:: Completely Elapsed: 47.945270001888275ms
Info 11557[00:29:45.901] Different program with same set of files
Info 11558[00:29:46.003] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11559[00:29:46.029] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3823 structureChanged: false structureIsReused:: Completely Elapsed: 25.685909003019333ms
Info 11560[00:29:46.029] Different program with same set of files
Info 11561[00:29:47.254] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11562[00:29:47.286] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3824 structureChanged: false structureIsReused:: Completely Elapsed: 31.77691701054573ms
Info 11563[00:29:47.286] Different program with same set of files
Info 11564[00:29:47.288] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11565[00:29:47.309] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3825 structureChanged: false structureIsReused:: Completely Elapsed: 21.20306298136711ms
Info 11566[00:29:47.310] Different program with same set of files
Info 11567[00:29:56.027] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 11568[00:29:56.083] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3826 structureChanged: false structureIsReused:: Completely Elapsed: 56.644418984651566ms
